Inselberg,Pool,Corynoneura,Orthocladiinae1,Orthocladiinae2,Orthocladiinae3,Orthocladiinae4,Orthocladiinae5,Orthocladiinae6,Orthocladiinae7,Orthocladiinae8,Orthocladiinae9,Gymnometriocnemus,Cricotopus,Chironomidae1,Chironomidae2,Chironominae1,Chironomus5,Chironominae4,Chironominae5,Chironominae6,Chironomus6,Chironomus1,Chironomus2,Chironomus3,Chironomus4,Procladius,Tanytarsus,Tanypodinae4,Tanypodinae1,Tanypodinae2,Tanypodinae3,Podonominae,Podonomus,Culicidae1,Culicidae2,Anopheles,Aedes1,Aedes2,Aedes vexans,Culex1,Culex2,Culex3,Culex laticinctus,Culiseta longiareolata,Ceratopogonidae1,Ceratopogonidae2,Dasyhelea pupae,Alluaudomyia,Forcipomyia,Dasyhelea1,Dasyhelea2,Dasyhelea3,Dasyhelea4,Dasyhelea5,Dasyhelea6,Dasyhelea7,Dasyhelea8,Dasyhelea9,Corethrella,Stratiomyidae1,Stratiomyidae2,Dolichopodidae1,Dolichopodidae2,Bezzia pupa,Ephydridae larva1,Ephydridae larva2,Anuraeopsis,Bdelloidea1,Bdelloidea2,Bdelloidea3,Epiphanes1,Epiphanes2,Epiphanes3,Sinantherina,Rotifera1,Hexarthra,Asplanchna girodi,Rotifera2,Rotifera3,Brachionus,Lecane,Neothrix armata,Macrothrix1,Macrothrix2,Macrothrix3,Macrothrix spinosa,Macrothrix4,Macrothrix hardingi,Macrothrix breviseta,Camptocercus,Pleuroxus,Pleuroxus jugosus,Pleuroxus letourneuxi,Plurispina,Moina brachiata,Moina,Ephemeroporus,Ephemeroporus cf. barroisi,Daphnia jollyi,Daphnia magna,Daphnia pulicaria,Daphnia obtusa,Daphnia pulex,Daphnia longispina,Daphnia,Ceriodaphnia quadrangula,Ceriodaphnia dubla,Ceriodaphnia reticula,Ceriodaphnia,Alona elegans,Alona rectangula,Alona rigidicaudis,Alona diaphana,Alona 1,Alona2,Alona3,Alona4,Alona5,Chydorus sphaericus,Chydorus,Leberis1,Leberis2,Scapholeberis mucronata,Biapertura affinis,Simocephalus serrulatus,Simocephalus vetulus,Bosmina coregoni,Bosmina,Diaphanosoma excisum,Polyphemus pediculus,Cyclestheria hislopi,Caenestheriella mariae,Cyzicus tetracerus,Limnadia badia,Turbellaria1,Turbellaria2,Turbellaria4,Turbellaria5,Turbellaria6,Turbellaria7,Turbellaria8,Turbellaria9,Turbellaria10,Mesostoma1,Mesostoma2,Dugesiidae,Typhloplanidae,Neotyphloplanida,Dalyelliidae,Gieysztoria1,Gieysztoria2,Sarscypridopsis1,Sarscypridopsis2,Sarscypridopsis3,Sarscypridopsis gregoria,Eucypris virens,Eucypris,Isocypris priomena,Heterocypris,Heterocypris incongruens,Zonocypris,Cypridoidea,Cypretta1,Cypretta2,Cypridopsinae,Ramotha,Megalocypris,Limnocythere1,Limnocythere2,Bennelongia1,Bennelongia2,Candonocypris1,Candonocypris2,Candonocypris3,Cypricercus,Ilyodromus1,Ilyodromus2,Ostracoda1,Ostracoda2,Ostracoda3,Ostracoda4,Ostracoda5,Ostracoda6,Ostracoda7,Ostracoda8,Ostracoda9,Ostracoda10,Ostracoda11,Copepod,Harpacticoida1,Harpacticoida2,Harpacticoida3,Calanoida1,Calanoida2,Calanoida3,Calanoida4,Cyclopoida1,Cyclopoida2,Cyclopoida3,Cyclopoida4,Cyclopoida5,Cyclopoida6,Halicyclops1,Halicyclops2,Ectocyclops phaleratus,Diaptomidae,Paradiaptomus,Thermocyclops,Coleoptera1 L,Hemibidessus A,Celina A,Pachydrus L,Hydroporus LnA,Hydroporinae1 L,Hydroporinae2 L,Hydroporinae3 L,Hydroporinae4 L,Hydroporinae5 L,Hydroporinae6 L,Hydroporinae9 L,Hydroporinae10 LnA,Gyrinidae A,Nematoda1,Nematoda2,Nematoda3,Nematoda4,Nematoda5,Nematoda6,Nematoda7,Nematoda8,Nematoda9,Nematoda10,Triops australiensis,Triops cancriformis,Tanymastix stagnalis,Branchipus schaefferi,Streptocephalus purcelli,Branchipodopsis female,Branchipodopsis drakensbergensis,Brachipodopsis wolfi,Branchipodopsis cf browni1,Branchipodopsis cf browni2,Branchipodopsis cf browni3,Branchinella longirostris,Acari10,Acari1,Acari2,Acari3,Acari4,Acari5,Acari6,Acari7,Acari8,Acari9,Hydracarina1,Hydracarina2,Hydracarina3,Hydracarina4,Oribatida1,Oribatida3,Oribatida2,Oribatida4,Oribatida5,Oribatida6,Oribatida7,Oribatida8,Oribatida9,Oribatida10,Aquanothrus montanus,Prostigmata2,Sminthuridae1,Sminthuridae2,Sminthuridae3,Sminthuridae4,Sminthuridae5,Sminthuridae6,Sminthuridae7,Sminthuridae8,Sminthurus,Dicyrtoma,Hypogastruridae1,Hypogastruridae2,Hypogastruridae3,Isotomidae1,Isotomidae2,Isotoma1,Isotoma2,Entomobrya multifasciata,Poduridae,Tardigrada1,Tardigrada2,Tardigrada3,Hypsibius,Ramazzottius,Macrobiotus,Nerthra,Belostoma,Microvelia,Mesoveliidae1,Mesoveliidae4,Mesoveliidae2,Mesoveliidae3,Veliidae,Laccotrephes ater,Baetidae1,Cloeodes,Baetis,Caenis,Cloeon1,Cloeon2,Cloeon dipterum,Anisops sardea,Anisops1,Anisops2,Tenagobia,Agraptocorixa,Corixidae1,Corixidae2,Corixidae3,Corixidae4,Buenoa,Notonecta1,Notonecta2,Hydrocanthus1 A,Hydrocanthus2 A,Hydrocanthus3 A,Hydrocanthus L,Limnocoris,Micronectidae1,Micronectidae2,Hydroglyphus1 A,Hydroglyphus2 A,Hydroglyphus3 A,Hydroglyphus4 A,Hygrobia hermanni,Lestes,Coenagrionidae2,Coenagrionidae1,Telebasis,Tramea,Miathyria,Nephepeltia,Orthemis,Anatya,Anax,Sympetrum fonscolombii,Anax imperator,Erythrodiplax,Pantala,Crocothemis divisa,Hemicordulia tau,Libellulidae2,Libellulidae1,Libellulidae3,Diaphanosoma,Scirtidae1 L,Elodes L,Helicopsyche,Triplectides australis,Planorbidae1,Planorbidae2,Gastropoda1,Gastropoda2,Gastropoda3,Chaetogaster,Bulinus,Hydrovatus A,Hydraena A,Hydroscapha A,Enochrus A,Tropisternus A,Hydrophilus1 L,Hydrophilus2 L,Hydrophilus3 L,Phaenonotum A,Berosus1 A,Berosus2 A,Berosus3 A,Berosus4 A,Berosus larva1,Berosus larva2,Hydrochara L,Laccophilus1 A,Laccophilus2 A,Laccophilus5 A,Laccophilus4 A,Laccophilus8 A,Laccophilus3 A,Laccophilus6 A,Laccophilus7 L,Cybister L,Rhantus1 A,Rhantus2 A,Allodessus LnA,Paroster1 L,Paroster2 LnA,Sternopriscus L,Limnichidae A,Dytiscidae1 L,Dytiscidae2 A,Dytiscidae3 A,Dytiscidae4 A,Dytiscidae5 A,Dytiscidae6 A,Dytiscidae L1,Dytiscidae L2,Agabus bipustulatus A,Gerridae,Gerris gibbifer,Elminae A,Laccocoris,Pleidae2,Arrenurus,Ranatra,Orthetrum,Crambidae1,Pyralidae1,Pyralidae2,Argyroneta,Oligochaeta1,Oligochaeta2,Oligochaeta3,Oligochaeta4,Oligochaeta5,Oligochaeta6,Nais,Aeolosomata1,Aeolosomata2,Aeolosomata3,Lumbriculidae2,Lumbriculidae,Dero,Hirudinea1,Hirudinea2,Amphipoda,Isopoda,Cardiidae
USA,App24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2225657416747865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28655270175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13836318128567193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271918657830327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020071772553315437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.736321743733068,0,0,0,0,0,0,0,0,0,0.9246780080462683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021595104521364695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94219567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12232429034902305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0636297490104845,0,0,0,0,0,0,0,0,0,0.21672140813584415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026144604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8165178588895188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4036151968335506,0,0,0,0,0,0,0,0,0,0.01733771265086753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029616143343585866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7595369689999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228266666666667e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.712537329058819e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3975539436343249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.041793046239841,0,0,0,0,0,0,0,0,0,0.04334428162716883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023530143599999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442353892462819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4739200000000007e-4,0,0,0,0.0026380384823174287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004390381451967472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748624656936021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01733771265086753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.396240000000002e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6275223974352915e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024283655425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174321776176728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3472643487466136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016213120000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006478531356409408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06570326116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29113181103067487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39316693527359,0,0,0,0,0,0,0,0,0,0.026006568976301297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013072302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018681936000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971346217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981828788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4678936313948032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4036151968335506,0,0,0,0,0,0,0,0,0,0.12136398855607271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684800000000002e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111060537538447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9454863639999997,0,0.394219567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.517438189795947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Kor10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03545432496701615,0,0,0,0,0,0,0,0,0,0.0028896187751445888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09363687013789936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1054400000000003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13091050506666665,0,0.06570326116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11009186131412074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
